list,           Map1
זָהָב, zahav
הָיְתָה, hayta
תֵבֵל, tevel
[ולו, [wlw
נַפְשִׁי, nafšiy
נַפְשִׁי, nafšiy
יָד, yad
יד, yd
יַד, yad
חֵשֶק, ħeשeq
חֵשֶׁק, ħešeq
אִי, iy
לְבַל, lval
בְּלִי, bliy
אוֹֹתִי, wotiy
אֲחִי, aħiy
אָחִי, aħiy
רָאָה, ra'a
ראה, r'
רְאֵה, r'e
הַיוֹֹם, haywom
וְהִיא, whiy'
והיא, why'
ולה, wl
אֲדֻמָה, aduma
אֲדָמָה, adama
הַשִׁיר, hašiyr
אֱלֹהִים, elohiym
תֵבֵל,, tevel,
תֵבֵל,, tevel,
יוֹֹם, ywom
בְּתוֹֹךְ, btwox
רֹאשׁ, ro'š
עם, ʕm
עִם, ʕim
הָיָה, haya
זאת, z't
זֹאת, zo't
מן, mn
מָן, man
אֲבָל, aval
דַרְכָּם, darkam
לְאִיש, l'iyש
לְאִישׁ, l'iyš
שְׁמוּאֵל, šmu'el
שמואל, שmw'l
בַּעֲדָה, baʕada
בַּעֲדָה, baʕada
אֵשׁ, eš
אֵש, eש
אֱלֹהֵי, elohey
אֱלֹהַי, elohay
דוֹֹדִי, dwodiy
דוֹֹדִי, dwodiy
דוֹֹדַי, dwoday
עֵינַי, ʕeynay
עיני, ʕyny
עֵינִי, ʕeyniy
וְלָמָה, wlama
וְלָמָה, wlama
אֵין, eyn
אַיִן, ayin
עַיִן, ʕayin
עֵין, ʕeyn
עַיֵן, ʕayen
הֲכִי, haxiy
בְיַד, vyad
בְּיַד, byad
מֹר, mor
מְעַט, mʕaṭ
בָּרָק, baraq
בְּרֹק, broq
בְּנוֹֹ, bnwo
בָּנוּ, banu
הַזְמָן, hazman
בְּכָל, bxal
תִתֶן, titen
תִתֵן, titen
שָׁאַל, ša'al
שְאַל, ש'al
מי, my
מִי, miy
כְּבָר, kvar
וְהֵם, whem
אִישׁ, iyš
ביום, vywm
בְּיוֹֹם, bywom
שְׂדֵה, sde
שִׁדָה, šida
שָׂדֶה, sade
כָּסוּ, kasu
כַּסוּ, kasu
כָסוּ, xasu
לָה, la
לָה, la
נִבְקָעָה, nivqaʕa
נִבְקְעָה, nivqʕa
צְרִי, t͡sriy
עֲרוּגָה, ʕaruga
כְּמַרְאֵה, kmar'e
//, //
רוּחַ, ruħa
וקאל, wq'l
תְמוֹֹל, tmwol
אוֹֹר, wor
לְהְיוֹֹת, lhywot
לִהְיוֹֹת, lihywot
לְשֶׁלַח, lšelaħ
צְבִי, t͡sviy
תְכוּנַת, txunat
עֲרֻמָה, ʕaruma
כַּף, kaf
הֱיוֹֹת, heywot
רֵעַה, reʕa
רָעָה, raʕa
בְּנֵי, bney
נָסְעָה, nasʕa
נָסָעָה, nasaʕa
מֵת, met
לְאַט, l'aṭ
שְׁמָךְ, šmax
הִנֵה, hine
הִנֵה, hine
חָכָם, ħaxam
חִכָּם, ħikam
שָׂטִים, saṭiym
שִׁטִים, šiṭiym
אַנְשֵׁי, anšey
נוֹֹדְעָה, nwodʕa
נוֹֹדָעָה, nwodaʕa
וְאוּלָם, w'ulam
הגשם, hgשm
הַגֶשֶׁם, hagešem
כָּתַב, katav
"הִנֵה, "hine
כְּאֵשׁ, k'eš
כָאֵשׁ, xa'eš
וְכָל, wxal
דַעַת, daʕat
נִרְאֲתָה, nir'ata
קְחָה, qħa
וּמַה, uma
מִתְכֵלֶת, mitxelet
הַיְגוֹֹנִים, haygwoniym
גַלְגַל, galgal
נַפְשִׁי,, nafšiy,
בָּהֶם, bahem
לְבֶן, lven
לָבָן, lavan
חֻמָה,, ħuma,
חַמָה,, ħama,
אדמי, dmy
אֲדֻמֵי, adumey
בְּצֵל, bt͡sel
שִׁירִי, šiyriy
שירי, שyry
וְאִלוּ, w'ilu
רְסִיסֶיהָ, rsiyseyha
עָב, ʕav
כְּרִצְפַּת, krit͡spat
כרצפת, xrt͡sft
מָוֶת, mawet
מוֹֹת, mwot
יַעְקֹב, yaʕqov
יַעֲקֹב, yaʕaqov
צִיץ, t͡siyt͡s
קָץ, qat͡s
קֵץ, qet͡s
וְלֵב, wlev
הַהֲדַס, hahadas
וְכַף, wxaf
עֲנַן, ʕanan
עָנָן, ʕanan
בְּאַרְגָמָן, b'argaman
עוֹֹלָה, ʕwola
עַז, ʕaz
אוֹֹתוֹֹ, wotwo
בעץ, vʕt͡s
שנת, שnt
שְׁנַת, šnat
סְתָיו, stayw
רָשׁ, raš
בְּשִׁיר, bšiyr
רְאִי,, r'iy,
וְעוֹֹד, wʕwod
[ידידי, [ydydy
שירה, שyr
שׁתוֹֹת, štwot
שְׁתוֹֹת, štwot
בשל, vשl
לַיְלָה, layla
מַיִם, mayim
יגזל, ygzl
יִגְזֹל, yigzol
נַפְשְךָ, nafשxa
נַפְשְׁךָ, nafšxa
תִהְיֶה, tihye
תִהְיֶה, tihye
מִמְךָ, mimxa
וְנַפְשִׁי, wnafšiy
וְנַפשִׁי, wnafšiy
שְׂפָתַי, sfatay
שְׂפָתִי, sfatiy
עִמָה,, ʕima,
עַמָה,, ʕama,
סְפָרַד, sfarad
והי, why
לְמוּל, lmul
אָז, az
וּכְעִיר, uxʕiyr
שַׁחַר, šaħar
שחר, שħr
הָעָב, haʕav
גְוִיָתָה, gwiyata
גְוִיָתה, gwiyat
וְתֹאמַר, wto'mar
שָׁכְלָה, šaxla
שִׁכְּלָה, šikla
וְאֵין, w'eyn
חָרוּץ, ħarut͡s
שָׁם, šam
אלמתואכל, lmtw'xl
שְׂפַת, sfat
שפת, שft
יְרִיבַיִךְ, yriyvayix
יְדִיד, ydiyd
יְקוּתִיאֵל, yqutiy'el
אֵלָיו, elayw
צְבָאִי, t͡sva'iy
שֵׁן, šen
עֶרֶב, ʕerev
עֲרָב, ʕarav
כּוֹֹס, kwos
כוס, xws
יְדַבֵּר, ydaber
קְטֹרֶת, qṭoret
בָּחֲלָה, baħala
וְגָבַרְתִי, wgavartiy
רַק, raq
רֹק, roq
אֶרֶץ, eret͡s
הַכּוֹֹס, hakwos
לְכָל-חֵטְא, lxal-ħeṭ'
הֵם, hem
וְאִם-לֹא, w'im-lo'
אֱמֶת,, emet,
נַעֲרִי, naʕariy
וְהוּא, whu'
שָׂעִיר, saʕiyr
שָׂעִיר, saʕiyr
לַזְמוֹֹרָה, lazmwora
כִּמְעַט, kimʕaṭ
נָפְלָה, nafla
פָּנָה,, pana,
יְדִידִי,, ydiydiy,
יִיגַע, yiygaʕ
בְּךָ, bxa
בָךְ, vax
לְעֵת, lʕet
יַחְשֹׁב, yaħšov
תִזְרַח, tizraħ
תִזְרַח, tizraħ
תֹאכַל, to'xal
תֹאכַל, to'xal
בְּבֵין, bveyn
שֵׂכֶל, sexel
שָׂכַל, saxal
זה, z
זֶה, ze
וְאָמְנָם, w'amnam
נצבו, nt͡svw
נִצְבוּ, nit͡svu
בְּרֹב, brov
נָגְעָה, nagʕa
נָגָעָה, nagaʕa
לְבָבוֹֹ, lvavwo
אַט, aṭ
בְּבֹאִי, bvo'iy
שָׁב, šav
אַף, af
הִיא, hiy'
וְלִבִּי, wlibiy
חִבְּקָה, ħibqa
חִבְּקִה, ħibqi
רָאֲתָה, ra'ata
אֶגְוָעָה, egwaʕa
אֶגְוְעָה, egwʕa
כָּלְתָה, kalta
כִלְתָה, xilta
תָמִית, tamiyt
תָמִית, tamiyt
דַל, dal
יְמֵי, ymey
יָמַי, yamay
מזרק, mzrq
מִזְרָק, mizraq
יִתְנוּ, yitnu
תָמִיד, tamiyd
תָמִיד, tamiyd
וּמַדוּעַ, umaduʕa
וְשָׁת, wšat
וְאֵדַע, w'edaʕ
רִצֲפַת, rit͡safat
שְׁמוּאֵל,, šmu'el,
רְצוּצִים, rt͡sut͡siym
בְּמַחְמַדֵי, bmaħmadey
וְנִגְרָשׁ, wnigraš
מוֹֹקְדֵי, mwoqdey
הָעֵץ, haʕet͡s
קֶרֶן, qeren
לְאוֹֹרִי, l'woriy
בוגד], vwgd]
נִלְכְּדָה, nilkda
שׁוֹֹקֶקֶת., šwoqeqet.
שְׁלוֹֹמִי, šlwomiy
אַחֲרֶיךָ, aħareyxa
וְגִיל, wgiyl
הֲפַכְפָּךְ, hafaxpax
וְהוֹֹרַנִי, whworaniy
וּתְעוֹֹרֲרוּ, utʕworaru
דב, dv
אֲהַבְתִיךָ,, ahavtiyxa,
עֲצֵי, ʕat͡sey
בַאֲהָבִים, va'ahaviym
יָרַד, yarad
בְחַסְדוֹֹ, vħasdwo
נָבוֹֹן, navwon
חָסוּ, ħasu
אֲרַוֶּה, araue
וָאֶחֱזֶה, wa'eħeze
בְּרָקָיו, braqayw
אלסאקי, ls'qy
בְּמָצְאִי, bmat͡s'iy
חָלְקוּ, ħalqu
שיריו, שyryw
וְשֻלַח, wשulaħ
חוֹֹלָה, ħwola
[תנה, [tn
מע, mʕ
אליה, ly
כֻּלָם, kulam
חָרַב, ħarav
לְהַחְכִּימָה,, lhaħkiyma,
וּמוּסָר, umusar
לְבוּשָׁם, lvušam
תְנַעֵר, tnaʕer
שִׂכְלִי, sixliy
בְיֵרָקוֹֹן, vyeraqwon
מִדַת, midat
לִפְאַת, lif'at
שעל, שʕl
תֵימָן, teyman
יִבְרֹק, yivroq
נִבְלָעָה, nivlaʕa
נִכְרָעָה, nixraʕa
יְקוֹֹד, yqwod
אִישַׁן, iyšan
לָצֶקֶת., lat͡seqet.
לוּלֵא, lule'
לְגָרֵשׁ, lgareš
תִתְפֹּשׂ,, titpos,
לֹא-יִתְאַפֵּק, lo'-yit'apeq
שָׂפָה., safa.
תַחַת, taħat
תְבוּנָה, tvuna
הַחֲיֵהוּ, haħayehu
זְכוּכִית, zxuxiyt
לְאַהְבָתָךְ,, l'ahvatax,
מָנָעָה, manaʕa
בְּאַגָנוֹֹ,, b'aganwo,
חַיִל, ħayil
וְלָבַשְׁתִי, wlavaštiy
כאסא, x's'
בָּתִים, batiym
נוֹֹאֶקֶת!, nwo'eqet!
אֵדָעָה, edaʕa
תָאִיר, ta'iyr
לְשׁוֹֹנָם, lšwonam
אֶפְחַד, efħad
פְּקִיד, pqiyd
וְהָאִגֶרֶת, wha'igeret
עֲמִיתִי, ʕamiytiy
אֲקַלֵל, aqalel
וְעִנְיָנוֹֹ!, wʕinyanwo!
לְגִנַת, lginat
מַעֲשֵׂהוּ, maʕasehu
תְכַסֶה,, txase,
עֲקָרַנִי, ʕaqaraniy
וּשְׁבָטִים, ušvaṭiym
תִזְכְּרוּ, tizkru
בְּחַיֵיכֶם,, bħayeyxem,
מִהְיוֹֹתוֹֹ, mihywotwo
וְהַסַפִּיר, whasapiyr
יְרַקְרַק, yraqraq
בַּעֲצֵי, baʕat͡sey
זָרְחָה, zarħa
(1038), (1038)
מְזוֹֹרָה, mzwora
לְסַפֵּר, lsaper
וְאֶבְלֶה., w'evle.
לְכַפֵּר, lxaper
כִּפְלִיטִים, kifliyṭiym
וְהָאֶשְׁכּוֹֹל, wha'eškwol
וְעוֹֹרִי, wʕworiy
מִתַאֲוָתִי, mita'awatiy
מידי, mydy
תִשְׁלַח, tišlaħ
בִּדְיוֹֹ, bidywo
בְּרָב-חֵשֶׁק, brav-ħešeq
עֲסִיסוֹֹ:, ʕasiyswo:
מָלְאָה, mal'a
מְשֹׁהֶמֶת, mšohemet
לְסוּתִי, lsutiy
יוֹֹנָה, ywona
תְנָה, tna
וְכִקְנֵי, wxiqney
וְעָמַדֱתָ, wʕamadeta
קֹרֵא, qore'
כְּתֹבֶת, ktovet
סוֹֹבֶבֶת, swovevet
גְזָרַנִי, gzaraniy
רוּחַ,, ruħa,
כְּעַלְמָה, kʕalma
מְרוֹֹמִים, mrwomiym
כִּי-יִטְפוּ, kiy-yiṭfu
בְּכָרְתֵנוּ, bxartenu
לְהַשִׁמָה., lhašima.
נוֹֹשְׁנוּ, nwošnu
כָפְרָה, xafra
שֶׁהִיא, šehiy'
כַנוֹֹ,, xanwo,
וּמֵחֵשֶׁק, umeħešeq
בתארו, vt'rw
עֶשְׂבִּי, ʕesbiy
נִשֶׂקֶת!, niseqet!
נְשִׂיאִי, nsiy'iy
אַהֲבַת, ahavat
הוֹֹצִיא, hwot͡siy'
יְשַׁנֶה, yšane
שְׁלָלֶיהָ, šlaleyha
בְיָדוֹֹ, vyadwo
נמנית, nmnyt
אֶטְבָּעָה!, eṭbaʕa!
נָשְׂאָה, nas'a
בַחֲלִי, vaħaliy
יִפְתַח, yiftaħ
וְהָיִיתִי, whayiytiy
אַרְצוֹֹ, art͡swo
נָעַם, naʕam
וּמִהְרוּ, umihru
שְׁחוֹֹחַ, šħwoħa
יִבְכֶּה, yivke
וְהִנֵה, whine
מְיֻדָעָיו, myudaʕayw
סַפִּיר, sapiyr
בשני, vשny
וּשְׁלָטִים, ušlaṭiym
מִבְּנוֹֹת, mibnwot
לֹא-תִהְיֶה, lo'-tihye
וְגַבָּה, wgaba
וְשִׁירָם, wšiyram
אַהֲבָתִי, ahavatiy
עטים], ʕṭym]
שָׁרָב, šarav
וְבוֹֹ, wvwo
נִשְׁתַחֲוֶה, ništaħawe
מָרוֹֹם, marwom
אֶשְׁכַּח, eškaħ
לְכִי, lxiy
סְתָרֶיהָ,, stareyha,
דִשְׁנוֹֹ,, dišnwo,
אֶקְרָעָה!, eqraʕa!
פָתְחָה-לָנוּ, fatħa-lanu
חָרְדוּ, ħardu
וְיָגַעְתִי, wyagaʕtiy
עֵץ, ʕet͡s
מִכְתָב, mixtav
יֹא-, yo'-
לָכֵן, laxen
כַּסְפָּה"., kaspa".
לִרְהָטִים, lirhaṭiym
כַּחוּט, kaħuṭ
וְאָמוּת, w'amut
הַקְהָתִי., haqhatiy.
עֲשֶׂרֶת, ʕaseret
מָאֲסָה, ma'asa
יְגַלוּ, ygalu
וְשֶׁמֶשׁ, wšemeš
"אֶבְיוֹֹן, "'evywon
טוֹֹבַת, ṭwovat
אֶרְאֶה, er'e
אחד, ħd
אָחוֹֹת,, aħwot,
וְעֵת, wʕet
מְצָאתִיהוּ, mt͡sa'tiyhu
תִרְאֶה, tir'e
פְּרִידוֹֹת, priydwot
וְהַדַעַת, whadaʕat
עָלַי,, ʕalay,
נִגְרַשׁ, nigraš
מִזְמַנִי, mizmaniy
כְּרֵיחַ, kreyħa
מֵהַגְדִי, mehagdiy
לְבַבְכֶם, lvavxem
פָּרַשׂ, paras
אֶרְכַּב, erkav
גָוָעָה, gawaʕa
רִוְּתָה, riuta
וּמִבּוּז, umibuz
לְאֶרֶץ, l'eret͡s
עֵיטִים, ʕeyṭiym
חוֹֹקֶקֶת., ħwoqeqet.
כְּדֹרֵשׁ, kdoreš
יִתְנָה, yitna
אֶלְדָעָה, eldaʕa
הַצַח, hat͡saħ
נִשְׁקָעָה, nišqaʕa
מָטָר, maṭar
נַעְרָץ, naʕrat͡s
לוּלֵי, luley
בִּיבֹשׁ, biyvoš
יְעִירֵנִי, yʕiyreniy
וְקָשֶׁה, wqaše
"לִרְאוֹֹת, "lir'wot
שַׂר, sar
מֵרֹאשׁ, mero'š
תֵלְכִי,, telxiy,
וְחָלוּ,, wħalu,
אֱנוֹֹשׁ, enwoš
לְהַקְרִיבָה, lhaqriyva
תְבוּנָה,, tvuna,
צמקו], t͡smqw]
כְּזָהָב, kzahav
וְיִכְלֶה,, wyixle,
גִשְׁמָה,, gišma,
נֹא,, no',
[כבר, [xvr
אֲדָמָה?, adama?
עֲרָבוֹֹת., ʕaravwot.
כַּפְּךָ, kapxa
וְהַבָּרָק, whabaraq
כְבֵדוֹֹ, xvedwo
וְעַפְעַפַּי, wʕafʕapay
בִּלְבָבְךָ, bilvavxa
קְלוֹֹנָם, qlwonam
תָקִים, taqiym
וְתֵדַע, wtedaʕ
בְּקֶרֶב, bqerev
נָתְנָה, natna
כְּסוּתֵימוֹֹ, ksuteymwo
יְחַיוּ, yħayu
לַפּוּטִים, lapuṭiym
טַעְמָה,, ṭaʕma,
ע', ʕ'
הָרָעָה!, haraʕa!
אשעארה, שʕ'r
חֲצוּבוֹֹת, ħat͡suvwot
וּבְהָטִים, uvhaṭiym
גָעָה, gaʕa
וְהַשֹׁהַם, whašoham
מֶלֶךְ, melex
מָתְנֵיהֶם, matneyhem
מַחְלֶה, maħle
נֶגְדְכֶם, negdxem
קַעֲקַע, qaʕaqaʕ
לְבֵיתוֹֹ, lveytwo
בְּמִדְבָּרָיו, bmidbarayw
אוֹֹב,, wov,
עִיר, ʕiyr
נִסְפָּה., nispa.
יוֹֹצֵא,, ywot͡se',
עֲצָמַי, ʕat͡samay
יְהוֹֹנָדָב, yhwonadav
נָגַע, nagaʕ
חֶרְפָּה!, ħerpa!
כְּחִצִים, kħit͡siym
בְצִדוֹֹ, vt͡sidwo
וְרָצַעְנוּ, wrat͡saʕnu
וְכַמֵזַח, wxamezaħ
בֹשֶׂם, vosem
יֶהֱמֶה, yeheme
הַבַּר, habar
כְּבַעְלַת, kvaʕlat
כְּקַרְנֵי, kqarney
הָטְבָּעָה, haṭbaʕa
שַׂעֲרַת, saʕarat
יְגוֹֹנֵנוּ, ygwonenu
וּבִתְכֵלֶת, uvitxelet
הַזְכוּכִית, hazxuxiyt
לָאִטִים, la'iṭiym
תַחְשֹׁב, taħšov
יֵלְכוּ, yelxu
תַעְדֶה, taʕde
וּבָלוּ,, uvalu,
תִקְוָה, tiqwa
אוֹֹרָה,, wora,
תָנִיד, taniyd
וּפִימוֹֹ, ufiymwo
הִנְנִי, hinniy
עַד-יָפֵק, ʕad-yafeq
יָגָעָה, yagaʕa
יָמִים, yamiym
כֶּסֶף, kesef
נָפְלוּ, naflu
אַל!, al!
קְרִיעַת, qriyʕat
יְלָדֶיהָ, yladeyha
הַכְּסָתוֹֹת, haksatwot
יְנוּסוּן, ynusun
וֶאֱסֹר, we'esor
מְאָדֶמֶת,, m'ademet,
וְאוֹֹב, w'wov
יֵצְאוּ, yet͡s'u
טֶרֶם, ṭerem
וְנָדוּ, wnadu
הַחוֹֹשְׁקִים, haħwošqiym
קְרָאַתְנִי, qra'atniy
שְׂאֵתִי, s'etiy
דוֹֹבֶקֶת., dwoveqet.
וְהִנֵנִי, whineniy
לְבָבוֹֹת, lvavwot
נָבוּב,, navuv,
כִּבְרוֹֹשׁ, kivrwoš
צְמָחָיו, t͡smaħayw
מִינוֹֹ., miynwo.
דְמוּתִי, dmutiy
עִם-קִדָה, ʕim-qida
[וירח, [wyrħ
מִיוֹֹם, miywom
(1040-1039), (1040-1039)
נָמֵס, names
כְבוֹֹדוֹֹ, xvwodwo
מְשָׁל, mšal
רְאוֹֹת, r'wot
דוֹֹפֶקֶת!, dwofeqet!
נִפְלְאוֹֹת, nifl'wot
וּבְעֵט, uvʕeṭ
רֶגַע,, regaʕ,
תִשְׁאַל, tiš'al
בְּחֵץ, bħet͡s
יִדַל, yidal
וְכִרְבוֹֹת, wxirvwot
נְתִיבֵי, ntiyvey
אֶקְרְאָה, eqr'a
כָּרִי, kariy
הָבוּ, havu
פֶּן-תְבוּסֶהָ, pen-tvuseha
גְבָרַנִי, gvaraniy
לָמְדָה, lamda
"מֵאַז, "me'az
נֹכַח, noxaħ
קְשָׁרַנִי, qšaraniy
לַשִׁיר, lašiyr
הִנוֹֹ!, hinwo!
הסבל, hsvl
לְהָבֵר, lhaver
נְתַתִיהוּ, ntatiyhu
קשיחותם, qשyħwtm
בְחַיָתֵךְ, vħayatex
וּבִדְמוּת, uvidmut
וְעֵינִי, wʕeyniy
כְּדֶרֶךְ, kderex
גִלְעָד,, gilʕad,
לְבוּשָׁה, lvuša
צוֹֹפָה,, t͡swofa,
אלאכואן, l'xw'n
בְלִבִּי, vlibiy
בְּמִצְוַת, bmit͡swat
וְכִתְרוּפָה,, wxitrufa,
וְנַפְשָׁךְ, wnafšax
עֲרוּגוֹֹת, ʕarugwot
בָּא, ba'
כִּימָה, kiyma
הכוס], hxws]
רְפָאֵינוּ, rfa'eynu
בַדֵי, vadey
לִימִינוֹֹ,, liymiynwo,
ואמר], w'mr]
כוֹֹכְבֵי, xwoxvey
קָרָעָה, qaraʕa
וְרָשׁוּ, wrašu
מְכָרַנִי, mxaraniy
וּדְמֵה, udme
וְכִתְאַשׁוּר, wxit'ašur
יַעֲשֶׂה, yaʕase
הֱסִירַנִי, hesiyraniy
יוֹֹדְעָיו,, ywodʕayw,
בוֹֹטִים, vwoṭiym
שִׁלְחָה, šilħa
נִדְאֲגָה, nid'aga
עקוק, ʕqwq
יְכַבֶּה, yxabe
תֹאמְרוּ, to'mru
הַקָרָה, haqara
חַי,, ħay,
תשל"ה,, tשl",
וְיָאִירוּ, wya'iyru
עֵר, ʕer
וְדֶרֶךְ, wderex
לְבָבָה, lvava
כַּעְלוֹֹת, kaʕlwot
הַזְמוֹֹרָה, hazmwora
חֲדַל,, ħadal,
וְהֵמָה, whema
בַּקְרָבוֹֹת, baqravwot
דְבָרוֹֹ, dvarwo
שְׁמָרַנִי, šmaraniy
עֲדִינָה, ʕadiyna
כְּלִבְנַת, klivnat
וְאִוַּלְתָם, w'iualtam
מִנְוָתִי, minwatiy
מְשַׂנְאִי, msan'iy
זְרַעְתִיהוּ, zraʕtiyhu
כְּבָרָק, kvaraq
נְשִׂיאִי., nsiy'iy.
עֲסִיסֶיהָ, ʕasiyseyha
וְתָמִיד, wtamiyd
[ושתה, [wשt
אֵינְךָ, eynxa
דְבָרי, dvary
תָקָעָה!, taqaʕa!
קַנוֹֹא"?, qanwo'"?
מֻקְטָר, muqṭar
וְכַחֵץ, wxaħet͡s
וְכָלִינוּ, wxaliynu
יְגַלוּ,, ygalu,
וְלֹא-אָשִׁית, wlo'-'ašiyt
לָחֲמוּ, laħamu
אֹרוּ, oru
יֹאמְרוּ, yo'mru
קְרָאוּהָ, qra'uha
פָּשָׁעָה, pašaʕa
בַּעֲרוּגָה, baʕaruga
נָחָה, naħa
אֲמַלֵא, amale'
יְדִידִי, ydiydiy
לִי:, liy:
/חֲגוּרֵי, /ħagurey
שׂוֹֹרֶקֶת., sworeqet.
כָּל-עָקֹב, kal-ʕaqov
מֵינֶקֶת,, meyneqet,
בַּעֲבוֹֹתוֹֹת, baʕavwotwot
הַמְהֻלָל, hamhulal
אֶפְרֹשׁ, efroš
פְקִידוֹֹ, fqiydwo
הַשָׂדוֹֹת, hasadwot
אֵיךְ, eyx
אֲמַתְכֶם, amatxem
הירח], hyrħ]
וְאָעוּף, w'aʕuf
וְרָצוּ, wrat͡su
וּשְׂאוּ, us'u
ירדן,, yrdn,
חֲכַם-לֵב, ħaxam-lev
שָׁמָעָה., šamaʕa.
אָרִיב, ariyv
תִבְכֶּה, tivke
הַדוֹֹר, hadwor
הידידים, hydydym
נואש], nw'ש]
מריים., mryym.
אַחַת, aħat
יָעְצוּ, yaʕt͡su
יֵדַע, yedaʕ
קִירוֹֹת, qiyrwot
יִסָכֵר, yisaxer
[עזבני, [ʕzvny
אֶשְׁקֹט, ešqoṭ
לָאֵל, la'el
קָפְאָה, qaf'a
הַאֲפֵלָה, ha'afela
וְתִסֹג, wtisog
חָכְמוּ, ħaxmu
וְקָמוּ, wqamu
אַפֵּי, apey
כְּתַבְנוּהוּ, ktavnuhu
שכתב, שxtv
בְלֵב, vlev
נִשְׁבָּעָה, nišbaʕa
יְמוֹֹתַי,, ymwotay,
חֲרָשֶׂיהָ, ħaraseyha
תרגום, trgwm
וְנִפְזֶרֶת, wnifzeret
בַּעֲבוּר, baʕavur
קצירה, qt͡syr
פְּרִי, priy
דְאָגָה, d'aga
וְהִצְדַקְתָ, whit͡sdaqta
וְכָלוּ,, wxalu,
כְּלִי, kliy
לְאַפֵּינוּ, l'apeynu
יְפַזֵר, yfazer
כְּבַת-מֶלַךְ,, kvat-melax,
חַיַי, ħayay
אַבְנֵטִים, avneṭiym
כְּיַעְקֹב, kyaʕqov
לְמַעְלָלָיו, lmaʕlalayw
אַחֲרָיו, aħarayw
שִׁכְמָה!, šixma!
קִנוֹֹ,, qinwo,
עֵיפָה"., ʕeyfa".
קְרָבוֹֹת, qravwot
תִחְיֶה, tiħye
הַלַיְלָה, halayla
קַיִץ, qayit͡s
כְּרָקִיעַ, kraqiyʕa
"אָנָא, "'ana'
אחתמאל, ħtm'l
שֹׁכֵן, šoxen
אַתְ?, at?
יִמְשֹׁך, yimšox
כְּשַׁרְבִיט, kšarviyṭ
כְּבַדֵי, kvadey
יִשׁלַח, yišlaħ
וּבְרוֹֹשׁ, uvrwoš
וְקָנָנִי, wqananiy
תֹאחֵז,, to'ħez,
בָּרָה, bara
